Timestamp,Alpha,Beta,Gamma,Delta,Theta
3955,1395.9,2183.9,953.55,526.22,14344
3955.3,1420.9,2265.8,963.03,432.76,14529
3955.6,1447.4,2351.5,989,371.99,14578
3955.9,1478.1,2440.1,1029.2,332.92,14525
3956.2,1530.3,2524,1082,331.98,14354
3956.5,1579.9,2567,1122.5,285.22,14116
3956.8,1642.3,2582,1166.5,285.63,13744
3957.1,1696.3,2569.5,1194.9,325.95,13364
3957.4,1766.3,2527.2,1223.1,320.68,12880
3957.7,1809.5,2489.1,1237.6,337.47,12529
3958,1875.7,2430,1256,373.43,12080
3958.3,1939.1,2376.5,1272,390.5,11702
3958.6,1991.2,2335.8,1280.8,398.9,11466
3958.9,2051.3,2295.2,1288.4,399.89,11300
3959.2,2097.1,2262.2,1290.6,402.31,11240
3959.5,2141.2,2227.7,1284.4,402.47,11248
3959.8,2157.8,2202.6,1271.9,417.18,11258
3960.1,2179.8,2159.6,1238.3,425.29,11271
3960.4,2161.1,2134.1,1203.3,443.38,11259
3960.7,2117.6,2115,1160.4,459.3,11203
3961,2029.7,2102.9,1105.9,490.92,11128
3961.3,1906.8,2109.5,1049.2,525.42,11068
3961.6,1781.5,2123.7,1004.3,544.38,11059
3961.9,1620.8,2148,954.77,556.01,11141
3962.2,1486.3,2173.7,915.24,547.06,11301
3962.5,1360.6,2197.9,883.45,537.47,11519
3962.8,1235.2,2222.8,859.75,485.9,11824
3963.1,1151.3,2238.5,850.09,441.21,12078
3963.4,1082.1,2254.2,855.82,389.58,12292
3963.7,1049.4,2263.1,870.59,379.33,12376
3964,1035.4,2276.9,899.27,335.65,12330
3964.3,1043.5,2296.9,950.88,316.21,12131
3964.6,1070.9,2320.2,1003.9,335.71,11865
3964.9,1125.3,2352.1,1076.3,378.9,11502
3965.2,1188.9,2378.7,1142.5,437.16,11188
3965.5,1261,2395.6,1209.7,512.52,10897
3965.8,1343.4,2396.5,1282.9,623.22,10591
3966.1,1401.5,2370.2,1331.8,713.54,10340
3966.4,1435.7,2315.3,1364.8,819.42,10071
3966.7,1434.8,2216.6,1376.7,930.35,9705.4
3967,1396,2108.8,1362.4,1025.5,9314.8
3967.3,1308.5,1971.5,1312.7,1071.4,8758.3
3967.6,1204.8,1856.9,1244.8,1074.8,8212.4
3967.9,1067.6,1747.4,1146.2,966.35,7513.2
3968.2,945.28,1679.7,1049.7,854.16,6911.4
3968.5,834.83,1644.2,952.26,705.03,6344.7
3968.8,743.1,1636.1,864.22,573.47,5840.6
3969.1,666.32,1657.6,777.66,470.04,5358.5
3969.4,618.29,1699.1,716.66,376.11,5010.4
3969.7,596.73,1737.4,679.53,332.34,4811.2
3970,587.28,1772,660.07,334.8,4694.3
3970.3,583.1,1796.1,651.82,347.95,4640.9
3970.6,579.71,1806.8,654.25,347.86,4648.4
3970.9,574,1806.5,665.6,357.58,4708.3
3971.2,575.31,1804.8,675.99,383.92,4785
3971.5,582.84,1812.4,698.23,410.89,4873.2
3971.8,600.41,1834.8,726.09,430.86,4952.4
3972.1,629.9,1884.6,770.33,454.65,5032
3972.4,668.61,1945.1,815.9,467.82,5078.1
3972.7,714.16,2031.1,872.35,477.87,5106.7
3973,753.37,2110.4,922.29,484.89,5114.6
3973.3,786.38,2196.1,970.89,485.75,5106.6
3973.6,798.06,2254.6,1000.5,483.19,5097.3
3973.9,787.19,2297.1,1017,478.93,5096.7
3974.2,764.2,2306.5,1014.5,470.65,5098.9
3974.5,712.83,2286.9,991.67,452.47,5118
3974.8,643.02,2230,952.14,424.66,5147.5
3975.1,578.33,2157.8,907.21,412.68,5172.7
3975.4,502.73,2055.2,854.77,404.54,5194
3975.7,447.51,1959.3,813.38,374.82,5199.4
3976,410.85,1881.8,786.77,376.56,5191
3976.3,376.11,1769.1,763.88,395.07,5152.9
3976.6,371.15,1699.9,763.13,398.37,5106.9
3976.9,383.47,1642,779.43,422.59,5045.1
3977.2,406.18,1615.5,803.15,449.07,4988.9
3977.5,436.63,1605.4,831.67,479.67,4938.3
3977.8,467.08,1611.8,858.85,498.41,4892.5
3978.1,497.8,1632.8,880.73,510.07,4847.2
3978.4,513.73,1657,888.4,516.21,4804.1
3978.7,512.65,1670.4,876.16,530.22,4743.1
3979,502.13,1678.3,852.42,578.64,4664.8
3979.3,481.13,1678.3,818.1,772.88,4550.6
3979.6,449.18,1675.7,773.41,916.86,4381.7
3979.9,426.43,1685.7,738.51,974.21,4232.7
3980.2,411.94,1718,711.66,998.02,4069.5
3980.5,413.9,1777.4,700.7,1179,3975.5
3980.8,438.67,1877.5,708.73,1924.6,3960.1
3981.1,481.87,1986,732.68,2729.8,4052
3981.4,544.23,2102.6,768.79,3747.8,4251.4
3981.7,637.77,2227,818.22,4259.1,4584.4
3982,742.67,2314.2,869.12,4749.6,4960.2
3982.3,788.28,2337.3,887.94,5069.4,5122.8
3982.6,890.35,2341.8,921.4,6252.9,5430.1
3982.9,973.73,2282.4,935.95,7864.2,5584.8
3983.2,1028.1,2160,922.19,9008.8,5526.2
3983.5,1047,1992,883.19,9053.8,5235
3983.8,1028.7,1797.7,818.75,9887.8,4741.2
3984.1,1000.5,1675.3,774.47,11485,4383.6
3984.4,916.66,1435.9,666.62,14814,3591.7
3984.7,826.01,1236.6,565.75,17286,2880.4
3985,758.77,1104.2,494.69,18094,2404.5
3985.3,674.47,937.38,401.23,19231,1826.4
3985.6,608.57,795.98,322.75,20506,1377.8
3985.9,569.42,683.22,262.92,25154,1081.6
3986.2,556.33,618.03,229.53,26722,914.86
3986.5,559.2,582.47,208.84,23310,879.28
3986.8,577.05,567.88,197.42,22856,920.47
3987.1,613.05,581.85,192.25,25016,1106.3
3987.4,664.21,624.32,191.71,27455,1424.8
3987.7,752.95,715.3,193.61,26946,1994.6
3988,827.86,816.39,190.72,27872,2580
3988.3,939.25,962.94,186.37,32610,3388.5
3988.6,1031.6,1097.4,179.65,39048,4118
3988.9,1112.6,1222.2,171.08,45728,4782.2
3989.2,1171.1,1322.5,162.8,51279,5328.9
3989.5,1200.2,1385.9,153.7,56053,5714.4
3989.8,1181,1379.3,146.08,58597,5809.5
3990.2,1082.1,1264.5,137.73,61943,5540.5
3990.5,959.23,1099.7,131.96,60181,5014.3
3990.7,882.74,974.45,129.79,57002,4707
3991,783.26,812.02,125.93,52633,4219.7
3991.3,693.76,622.43,121.24,47399,3741.2
3991.6,666.52,497.1,119.3,42962,3520.7
3991.9,710,407.72,118.74,37899,3577.7
3992.2,816.27,382.66,119.26,35129,3939.5
3992.5,974.1,397.36,120.91,33364,4597.2
3992.8,1199.2,447.35,122.96,33083,5632.2
3993.1,1407.5,500.33,124.62,35732,6661.7
3993.4,1645.8,557.35,125.88,37072,7854
3993.7,1804,601.11,127.43,37488,8779.9
3994,1925.7,638.44,131.72,38089,9519.9
3994.3,2032.8,677.77,139.8,40317,10017
3994.6,2117.1,723.73,154.31,40242,10195
3994.9,2218.2,813.98,189.48,36150,10211
3995.2,2317.4,942.51,241.85,35369,10175
3995.5,2479.1,1138.5,322.84,34239,10324
3995.8,2688.3,1448.7,447.13,33757,10670
3996.1,2895.6,1798.4,575.62,32582,11311
3996.4,3160.6,2187.6,714.24,34208,12422
3996.7,3492.8,2703.6,873.15,38130,14029
3997,3825.9,3192.2,985.17,48257,15892
3997.3,4323.6,3843.3,1076.4,60332,18792
3997.6,4859.7,4451.8,1112.9,71876,22021
3997.9,5381.1,5005.8,1112.8,78739,25188
3998.2,6248.6,5846.2,1071.2,87950,30362
3998.5,7147.7,6641.9,995.42,98010,36105
3998.8,8032.5,7466.3,903.68,1.0439e+05,41424
3999.1,8407.5,7757.7,860.04,1.0873e+05,43509
3999.4,9233.1,8420,771.52,1.1606e+05,47701
3999.7,10416,9357.2,693.91,1.2293e+05,51542
4000,11464,10157,674.84,1.2868e+05,53239
4000.3,13065,11368,699.38,1.3777e+05,54738
4000.6,14779,12648,756.64,1.4644e+05,55896
4000.9,17063,14339,871.49,1.6012e+05,57327
4001.2,18987,15821,999.71,1.76e+05,58559
4001.5,20648,17130,1144.1,1.9114e+05,59485
4001.8,21870,18180,1307.7,2.1419e+05,59727
4002.1,22076,18513,1417.9,2.3595e+05,58845
4002.4,21198,18123,1493.3,2.5703e+05,56010
4002.7,19533,17146,1498.8,2.6491e+05,52083
4003,17232,15667,1449.7,2.7503e+05,46930
4003.3,14098,13604,1341.1,2.8865e+05,39752
4003.6,11429,11753,1226.9,2.9173e+05,33808
4003.9,8991.1,10022,1112.7,2.9649e+05,28138
4004.2,6748.1,8320.6,1011.1,2.844e+05,22948
4004.5,5433.3,7184.7,962.98,2.761e+05,19815
4004.8,4603.5,6251.1,953.28,2.6987e+05,17863
4005.1,4437.4,5781.4,979.13,2.7067e+05,17500
4005.4,4821.6,5485,1028.1,2.5602e+05,18284
4005.7,5568.6,5507.7,1071.5,2.4856e+05,19963
4006,6624,5803.8,1099.1,2.3512e+05,22020
4006.3,8186.1,6388.8,1113,2.1746e+05,24444
4006.6,9666.6,7092.9,1102.5,2.141e+05,26152
4006.9,11342,8014.8,1067.6,2.0549e+05,27639
4007.2,12543,8810.8,1033,1.898e+05,28175
4007.5,13366,9519.6,997.66,1.7755e+05,28018
4007.8,13757,10132,958.31,1.606e+05,26948
4008.1,13548,10386,934.87,1.3004e+05,25571
4008.4,12776,10360,914.3,1.2882e+05,23629
4008.7,11799,10097,909.92,1.1816e+05,21834
4009,10739,9653.7,920.43,1.0307e+05,20133
4009.3,9598.5,9007,955.87,1.1228e+05,18407
4009.6,8861.7,8417.7,1008.5,1.2394e+05,17018
4009.9,8427.4,7854.9,1070.5,1.2495e+05,16043
4010.2,8255.2,7314.8,1164.7,1.2183e+05,14998
4010.5,8308.4,6922.3,1247.6,1.1573e+05,14319
4010.8,8417.3,6584.3,1332.1,1.1468e+05,13724
4011.1,8491.8,6311.4,1382.8,1.2178e+05,13585
4011.4,8416.1,6077.9,1411.5,1.2436e+05,13788
4011.7,8229.9,5909.6,1407.7,1.3093e+05,14315
4012,7912.9,5720.4,1379.9,1.36e+05,15129
4012.3,7517.7,5535.8,1326.5,1.4336e+05,16423
4012.6,7242.9,5372.1,1276.4,1.4837e+05,17629
4012.9,7072,5246.2,1226.6,1.582e+05,19079
4013.2,7099.1,5211.5,1199,1.6795e+05,20098
4013.5,7425.3,5267.2,1179.4,1.8215e+05,21668
4013.8,8008.4,5516.5,1181.1,1.9709e+05,23467
4014.1,8725.8,5872.6,1188.6,2.152e+05,25136
4014.4,9618.1,6380.6,1197.8,2.3149e+05,27090
4014.7,10771,7109.6,1200.4,2.5382e+05,29696
4015,11851,7783.2,1190.8,2.6956e+05,31942
4015.3,13203,8600.1,1169.5,2.8216e+05,34612
4015.6,14305,9199.2,1132.7,2.9976e+05,36476
4015.9,15322,9686.7,1086.2,3.0767e+05,37967
4016.2,16273,10058,1028.2,3.245e+05,39080
4016.5,16739,10192,970.43,3.377e+05,39423
4016.8,16823,10092,908.32,3.3676e+05,39503
4017.1,16442,9864.2,859.93,3.3221e+05,39582
4017.4,15664,9555.6,824.12,3.2026e+05,39774
4017.7,14362,9046.4,803.47,3.1404e+05,40234
4018,13017,8606.1,807.81,3.1294e+05,41035
4018.3,11430,8089.3,834.45,3.1232e+05,42571
4018.6,10202,7681.5,869.04,3.2136e+05,44387
4018.9,9211,7286.8,924.25,3.223e+05,47264
4019.2,8746.5,6947.1,952.96,3.2056e+05,49961
4019.5,8638.3,6707.4,974.9,3.1256e+05,52979
4019.8,8920.2,6453.2,969.62,2.8416e+05,56090
4020.1,9379.7,6259,935.13,2.5875e+05,58398
4020.4,9789.5,6105.2,887.65,2.5896e+05,59384
4020.7,10424,5879.5,780.46,2.9287e+05,59511
4021,10719,5688.1,686.1,2.8878e+05,57981
4021.3,10818,5439.7,576.8,2.9623e+05,54779
4021.6,10623,5232,491.62,2.9031e+05,50805
4021.9,10248,5060.1,429.42,2.9181e+05,46398
4022.2,9771.4,4956.5,391.59,2.8826e+05,42252
4022.5,8653.1,4899.5,368.91,2.9838e+05,35023
4022.8,7806.5,4953.1,380.63,3.0033e+05,30866
4023.1,7071.5,5022.4,395.96,3.1693e+05,27780
4023.4,6048.3,5115.9,417.01,3.3698e+05,24050
4023.7,5112.1,5157.7,439.83,3.4422e+05,20834
4024,4358.1,5086.6,450.65,3.3727e+05,18231
4024.3,3721.8,4904.5,454.81,3.1883e+05,15334
4024.6,3353.8,4599.7,437.19,3.0198e+05,13037
4024.9,3417,4237.2,416.16,3.1451e+05,10939
4025.2,3850.6,3978.6,388.17,3.1978e+05,9786.2
4025.5,4677.2,3881.6,367.6,3.2668e+05,9722
4025.8,6497.8,4036.2,339.43,3.2512e+05,10597
4026.1,7947.5,4335.4,328.97,3.1586e+05,12117
4026.4,10105,4994.7,322.47,3.0869e+05,15082
4026.7,11051,5315.8,319.42,3.0732e+05,16550
4027,12556,5898,319.36,3.0257e+05,19130
4027.3,14643,6816.6,328.66,2.8817e+05,23114
4027.6,18833,9267,359.41,2.4309e+05,32804
4027.9,22316,12002,413.84,2.6022e+05,43144
4028.2,24340,14670,488.93,2.6911e+05,51826
4028.5,25106,16690,561.41,2.7398e+05,57201
4028.8,25356,19646,692.73,2.7829e+05,63086
4029.1,24868,22607,859.17,2.9273e+05,66826
4029.4,24336,24638,997.38,2.9071e+05,68176
4029.7,23726,27539,1246.7,2.7243e+05,68590
4030,23678,29007,1415.4,2.7218e+05,68040
4030.3,24178,30468,1659,2.8231e+05,66692
4030.6,25060,31090,1869.1,2.7745e+05,65209
4030.9,26484,30959,2131.5,2.6905e+05,62947
4031.2,27392,30180,2297.2,2.6106e+05,61046
4031.5,27782,28889,2429.3,2.4805e+05,58907
4031.8,27547,27264,2511.7,2.4509e+05,56407
4032.1,26547,25092,2541.8,2.3437e+05,53299
4032.4,24910,23205,2498.6,2.3761e+05,50323
4032.7,23447,21791,2428.4,2.4023e+05,47995
4033,20954,19956,2259.8,2.5087e+05,45101
4033.3,19110,18794,2060.8,2.6486e+05,43611
4033.6,18073,18238,1906.5,2.8355e+05,43098
4033.9,17029,17773,1669.6,3.01e+05,43138
4034.2,16642,17527,1493.9,3.1598e+05,43760
4034.5,16433,17532,1346.7,3.3789e+05,44705
4034.8,16563,17694,1221.3,3.4358e+05,46158
4035.1,16914,17937,1161.8,3.5795e+05,47773
4035.4,17880,18366,1175.1,3.8168e+05,50031
4035.7,19116,18783,1244.4,3.9877e+05,52156
4036,20676,19226,1372.5,4.1449e+05,54505
4036.3,22402,19570,1536.6,4.1562e+05,56825
4036.6,24545,19855,1743.7,4.0812e+05,59050
4036.9,26104,19752,1894.7,3.9074e+05,60295
4037.2,27321,19223,2007.5,3.6968e+05,60845
4037.5,27377,18124,2011.2,3.4603e+05,59755
4037.8,26381,16705,1919.2,3.2864e+05,57943
4038.1,24589,14921,1743.3,3.123e+05,54925
4038.4,21682,12559,1463.1,2.9948e+05,50785
4038.7,18786,10441,1195.4,2.8577e+05,46952
4039,15290,8176.4,882.84,2.6711e+05,41965
4039.3,13054,6797.5,690.46,2.5745e+05,38858
4039.6,10340,5255.8,477.31,2.3709e+05,34785
4039.9,8510.8,4294.3,358.78,2.2162e+05,31424
4040.2,6966.8,3617.9,267.51,2.0223e+05,28112
4040.5,6033.2,3323.9,234.45,1.9124e+05,25595
4040.8,5139.7,3186.6,218.25,1.8121e+05,23166
4041.1,4566.7,3262,217.3,1.6947e+05,21708
4041.4,4124.4,3672.4,237.7,1.5676e+05,20958
4041.7,3958.3,4279.8,270.04,1.4784e+05,21605
4042,3972.5,5227,323.32,1.3893e+05,23667
4042.3,4121.7,6016.3,368.22,1.3305e+05,25806
4042.6,4413.1,7112.4,433.95,1.2911e+05,29369
4042.9,4727.3,7920.2,484.16,1.2896e+05,32426
4043.2,5048.7,8539.5,527.26,1.3263e+05,35284
4043.5,5224.3,8704.1,543.92,1.2939e+05,36520
4043.8,5164.6,8398.7,532.27,1.2445e+05,36214
4044.1,4944,7775.2,500.65,1.1929e+05,34252
4044.4,4600.3,6925.5,453.44,1.1241e+05,31146
4044.7,4110.3,5828.8,391.36,94514,26378
4045,3741,4963.4,342.43,78020,22006
4045.3,3479,4184.2,299.74,60147,17150
4045.6,3461.3,3773.6,279.85,46249,13814
4045.9,3713.5,3580.8,275.14,34126,11188
4046.2,4127,3590.8,282.69,25472,9974.7
4046.5,4633,3663.6,289.93,21988,9690.4
4046.8,5227.7,3726.1,295.27,20866,10017
4047.1,5620,3720.8,293.22,23658,10579
4047.4,6045.7,3629.1,276.72,33274,11800
4047.7,6291.6,3493.7,254.53,44452,12665
4048,6334.2,3289.9,221.84,66968,13804
4048.3,6265.9,3115.5,187.86,98401,15030
4048.6,6152.4,3048.1,165.37,1.2143e+05,16235
4048.9,5974.3,3053.9,143.37,1.4307e+05,17931
4049.2,5890.2,3152.6,138.78,1.579e+05,19441
4049.5,5894.4,3474.3,149,1.7577e+05,22372
4049.8,6020.4,3829.8,168.73,1.8459e+05,24831
4050.1,6263.2,4263.4,195.78,1.8578e+05,27248
4050.4,6631.7,4809.6,230.99,1.8121e+05,29579
4050.7,6905,5238.6,258.06,1.7227e+05,30756
4051,7119.6,5594.7,277.92,1.596e+05,30914
4051.3,7130.4,5825.3,287.44,1.432e+05,29577
4051.6,6947.5,5812.6,281.7,1.2714e+05,27264
4051.9,6443.2,5523.3,259.12,1.0791e+05,23431
4052.2,5775.9,5044.5,228.63,91320,19530
4052.5,4785.7,4277.2,184.93,73236,14811
4052.8,3855.4,3501.5,145.5,61342,11024
4053.1,2922.1,2703.3,109.15,53129,7712.8
4053.4,1955.6,1848,71.917,30139,4824.9
4053.7,1287.8,1235.9,48.176,20806,3116.7
4054,730.48,704.63,29.877,12368,1870
4054.3,438.72,409.3,21.965,8603.6,1221.9
4054.6,239.12,216.02,15.276,7020,868.65
4054.9,133.68,108.42,12.253,5894.2,586.47
4055.2,92.844,72.22,11.429,3732.7,469.72
4055.5,78.056,50.134,10.537,3537.7,400.45
4055.8,80.749,40.853,10.127,3131.2,375.25
4056.1,98.55,43.166,10.158,2739.1,408.85
4056.4,118.2,47.236,10.492,3433.2,476.93
4056.7,146.52,55.443,11.482,5597.2,627.52
4057,171.99,65.208,12.707,8079.3,807.97
4057.3,193.88,75.993,14.652,11179,973.34
4057.6,226.25,91.678,16.316,17119,1180.2
4057.9,269.88,109.35,18.507,22959,1449
4058.2,428.4,185.62,24.714,23721,2362
4058.5,593.52,264.68,29.635,26864,3151.6
4058.8,902.49,424.35,36.979,34280,4468.6
4059.1,1281.2,643.17,45.368,42510,6033.2
4059.4,1765.7,948.12,57.245,64478,8055.3
4059.7,2432.6,1399,71.468,94031,10754
4060,2945.9,1770.9,83.09,1.1045e+05,12870
4060.3,3753.1,2393.1,103.58,1.4105e+05,16274
4060.6,4306.4,2833,119.9,1.6538e+05,18597
4060.9,4678.6,3131,131.02,1.835e+05,20043
4061.2,5100.9,3474,149.54,2.1032e+05,21469
4061.5,5288.7,3606.4,163.64,2.3186e+05,21691
4061.8,5367.1,3639.3,178.03,2.4927e+05,21122
4062.1,5395,3588.4,196.45,2.561e+05,19766
4062.4,5384.2,3494.6,213.68,2.5703e+05,18193
4062.7,5414.6,3395.9,234.48,2.5167e+05,16361
4063,5534.5,3348.1,252.89,2.4327e+05,15153
4063.3,5789.6,3356,273.29,2.2966e+05,14464
4063.6,6097.4,3409.8,288.11,2.1731e+05,14582
4063.9,6503.5,3492.5,299.72,2.0141e+05,15506
4064.2,6809.8,3543.2,302.89,1.8747e+05,16667
4064.5,6997.2,3536.7,298.98,1.6953e+05,17852
4064.8,7009.4,3432.9,286.36,1.4656e+05,18734
4065.1,6782.7,3231.2,266.02,1.2897e+05,18955
4065.4,6341.6,2953.9,238.18,1.0901e+05,18439
4065.7,5698.7,2611.9,207.87,87933,17160
4066,4773.1,2165.2,171.75,66550,14874
4066.3,3742.8,1691.6,132.81,48950,12100
4066.6,2885.1,1308.6,101.66,34285,9628.9
4066.9,1996.2,913.47,71.005,22678,7045.4
4067.2,1393.2,642.51,50.096,16213,5201.3
4067.5,945.17,443.32,34.654,12618,3840
4067.8,616.83,286.53,21.723,8786.5,2844
4068.1,469.5,209.46,15.825,8506.6,2399.5
4068.4,395.3,161.74,13.045,7124,2204.3
4068.7,373.1,142.26,11.268,5966.8,2200.4
4069,348.61,127.56,11.137,5693.7,2318.9
4069.3,349.81,115.41,9.3238,5732.5,2504.9
4069.6,352.13,109.84,9.1173,5945.7,2697.1
4069.9,356.35,102.34,8.5591,6399.2,2879.2
4070.2,361.38,92.862,7.8108,7462.5,3119.7
4070.5,366.74,87.202,7.4553,7955.7,3272.3
4070.8,372.92,83.127,7.4882,9103.5,3393.7
4071.1,382.86,83.562,8.5551,10782,3451.3
4071.4,392.88,88.229,10.809,13900,3454.6
4071.7,402.56,97.555,14.331,16182,3393.5
4072,411.45,110.75,19.135,18536,3298.8
4072.3,418,126.35,24.851,20971,3155.6
4072.6,421.39,145.8,32.09,23545,2953.6
4072.9,419.52,161.31,37.945,25294,2752.2
4073.2,411.25,175.4,43.183,26483,2504.6
4073.5,398.72,182.13,45.715,26561,2288.3
4073.8,379.49,182.28,45.907,25924,2046.9
4074.1,359.34,175.76,43.661,24589,1819.7
4074.4,332.7,161.9,38.775,22049,1619.6
4074.7,308.3,145.8,33.314,19581,1467.6
4075,282.38,127.96,27.404,16734,1332.3
4075.3,250.11,107.13,20.854,13663,1190.3
4075.6,222.95,92.423,16.336,11321,1073.9
4075.9,192.22,76.509,12.141,9538.8,942.25
4076.2,158.87,63.423,9.0707,7785.6,794.33
4076.5,133.25,54.92,7.3554,6545.7,668.01
4076.8,107.35,47.767,6.2148,4994.7,536.5
4077.1,87.383,42.001,5.4061,3881.5,424.59
4077.4,70.292,36.572,4.64,2866.3,324.44
4077.7,58.755,32.646,4.2947,2144.7,256.08
4078,51.634,29.89,4.0439,1573.7,205.4
4078.3,45.669,27.878,3.9236,1117.3,165.08
4078.6,44.079,27.521,4.0966,953.54,134.41
4078.9,41.449,28.046,4.1958,734.41,114.61
4079.2,41.292,29.65,4.4851,742.8,102.81
4079.5,40.879,31.968,4.84,819.46,95.741
4079.8,40.03,34.44,5.2259,909.49,89.545
4080.1,38.287,36.972,5.7441,1085.3,82.41
4080.4,35.296,38.103,6.0646,1228.7,75.844
4080.7,32.257,38.115,6.2991,1334.7,70.948
4081,28.914,37.062,6.4441,1408.8,65.978
4081.3,25.585,35.024,6.4523,1412.5,61.157
4081.6,22.003,31.794,6.3591,1375.2,55.151
4081.9,18.965,28.187,6.1855,1203.9,49.253
4082.2,16.913,25.192,6.0677,974.97,44.453
4082.5,15.072,22.165,6.0314,700.85,38.938
4082.8,14.165,20.246,6.1884,495.17,34.965
4083.1,13.833,18.938,6.5286,357.87,31.853
4083.4,14.512,18.209,7.2222,281.12,30.032
4083.7,15.786,17.999,8.0009,272.57,29.909
4084,18.097,18.207,8.9382,306.28,32.491
4084.3,21.807,18.725,10.047,350.16,38.608
4084.6,25.974,19.492,10.946,392.27,47.955
4084.9,30.953,20.383,11.652,463.71,61.04
4085.2,37.704,21.719,12.199,582.68,82.371
4085.5,42.924,22.91,12.269,614.74,102.59
4085.8,49.036,24.415,12.018,709.16,129.35
4086.1,53.241,25.673,11.546,789.01,152.95
4086.4,57.46,27.213,10.798,885.94,184.73
4086.7,60.099,28.527,10.102,981.96,211.81
4087,62.537,29.856,9.4168,1088.4,241.34
4087.3,66.4,31.563,8.7484,1258.9,283.12
4087.6,69.049,32.539,8.4303,1359.2,309.72
4087.9,77.92,34.822,7.8998,1625.8,381.61
4088.2,86.217,36.434,7.684,1734.9,439.31
4088.5,94.372,37.555,7.4985,1843.4,491.94
4088.8,108.43,38.993,7.2554,2038.1,578.05
4089.1,118.57,39.902,7.0964,2156.4,638.81
4089.4,128.06,40.383,6.9559,2281.8,693.94
4089.7,132.87,40.545,6.933,2435,723.77
4090,134.28,40.498,7.0105,2629.7,735.74
4090.3,131.31,40.332,7.2887,2820.5,732.18
4090.6,127.02,40.298,7.6228,3075.5,715.14
4090.9,119.06,40.725,8.2004,3446,691.48
4091.2,113.3,42.078,8.7764,3826.9,678.1
4091.5,109.52,44.586,9.4113,4274.2,675.07
4091.8,108.52,48.867,10.084,4903.4,686.12
4092.1,111.2,53.707,10.572,5487.6,706.66
4092.4,117.97,60.004,10.965,6222.6,739.44
4092.7,127.75,66.173,11.162,6803.5,768.69
4093,138.06,71.772,11.318,7193.9,789.76
4093.3,152.57,78.357,11.453,7503.8,806.32
4093.6,170.35,87.181,12.136,7532.9,828.38
4093.9,200.33,98.431,13.934,7686.5,851.61
4094.2,241.99,114.2,16.528,7450.8,925.41
4094.5,337.88,154.57,21.181,7664.1,1046.8
4094.8,511.39,222.59,29.632,8419.9,1523.1
4095.1,731.8,329.54,39.487,10197,2047.4
4095.4,1255.8,550.55,55.734,14759,3212.4
4095.7,1972.5,899.61,71.04,20837,4919.9
4096,3309.3,1524.7,101.23,32098,8123.7
4096.3,4832.7,2253.1,131.22,47498,12084
4096.6,6791.2,3185.3,169.09,68753,17395
4096.9,9492,4481,223.78,99623,25742
4097.2,11983,5676.2,279.54,1.2977e+05,34581
4097.5,14840,7044.1,351.52,1.6347e+05,46242
4097.8,16683,7904.5,403.25,1.8937e+05,54861
4098.1,18637,8814.6,472.06,2.2254e+05,66067
4098.4,19616,9239.6,521.48,2.452e+05,73841
4098.7,19753,9256,563.88,2.6284e+05,79437
4099,18853,8773.1,588.2,2.6647e+05,80520
4099.3,17633,8172.6,595.19,2.6022e+05,78368
4099.6,15351,7082.9,595.57,2.4242e+05,71734
4099.9,12671,5858.9,592.13,2.1286e+05,61747
4100.2,10328,4814.7,590.36,1.817e+05,51786
4100.5,7808.9,3740.7,594.72,1.4555e+05,39939
4100.8,5974.8,2998.9,603.75,1.1854e+05,30645
4101.1,4501.1,2445,618.55,92986,22859
4101.4,3385.2,2072.7,632.43,70909,16529
4101.7,2551.1,1823.9,650.24,53017,11340
4102,2132.2,1765.2,662.27,43247,8576.6
4102.3,1961.4,1837.1,678.17,26858,6781
4102.6,1974,1943.5,688.69,23624,5935.3
4102.9,2132,2185.1,704.78,24199,5590.2
4103.2,2361.6,2389.3,718.04,26947,5872.7
4103.5,2641.1,2594.5,729.98,32227,6283.8
4103.8,2918.1,2764.4,733.53,37162,6917.9
4104.1,3217.5,2883.3,724.21,43696,7617.8
4104.4,3437.8,2884.3,692.26,47871,8112.9
4104.7,3520.4,2774.2,644.94,49217,8304.3
4105,3511.6,2609.7,591.45,48900,8266.5
4105.3,3342.4,2226.7,486.81,44858,7833.8
4105.6,3101,1875.1,400.51,39706,7258.4
4105.9,2842.8,1563.9,328.76,34353,6659.9
4106.2,2368.7,1082.8,223.59,25533,5600.3
4106.5,1998.8,770.08,159.05,19433,4803.9
4106.8,1594,479.29,101.09,13384,3945.6
4107.1,1339.1,328.16,71.208,10147,3412.8
4107.4,1043.5,189.76,43.126,7056.9,2768.5
4107.7,822.01,117.15,26.198,5573.5,2271
4108,683.13,88.119,18.857,4699.5,1918.6
4108.3,590.42,74.498,15.074,4472.5,1650.4
4108.6,548.8,75.507,13.652,4976.6,1526.4
4108.9,481.36,71.987,12.448,4147.7,1249.1
4109.2,468.78,74.042,12.782,3954.6,1181
4109.5,456.12,75.506,12.57,3832.9,1121.2
4109.8,443.6,75.661,12.531,3718.3,1110.5
4110.1,407.42,73.597,12.03,3495.4,1108.7
4110.4,377.37,70.841,11.808,3385.9,1119.1
4110.7,339.49,66.441,10.763,3248.7,1121.8
4111,295.73,61.393,9.9568,3058.7,1134.2
4111.3,264,57.625,9.2414,3052.7,1117.3
4111.6,241.36,55.026,8.6438,3041.6,1102.3
